id,title,description,level,language,url
CJlO86ktEeyjPxJkzIUqCw,Bracketology with Google Machine Learning,This is a self-paced lab that takes place in the Google Cloud console. In this lab you use Machine Learning (ML) to analyze the public NCAA dataset and predict NCAA tournament brackets.,BEGINNER,English,https://www.coursera.org/learn/googlecloud-bracketology-with-google-machine-learning-5ytsd
yO13mkySEeW_MgoxMAgbMQ,Greening the Economy: Sustainable Cities,"How can we shape our urban development towards sustainable and prosperous futures?

This course explores sustainable cities as engines for greening the economy in Europe and around the world. We place cities in the context of sustainable urban transformation and climate change. We connect the key trends of urbanization, decarbonisation and sustainability. We examine how visions, experiments and innovations can transform urban areas. And we look at practices (what is happening in cities at present) and opportunities (what are the possibilities for cities going forwards into the future).

This course was launched in January 2016, and it was updated in September 2021 with new podcasts, films and publications. The course is produced by Lund University in cooperation with WWF and ICLEI – Local Governments for Sustainability who work with creating sustainable cities. The course features researchers, practitioners and entrepreneurs from a range organisations.",BEGINNER,English,https://www.coursera.org/learn/gte-sustainable-cities
O3LHo0QTEe-YIQr_7tz45w,"User Interface Design: Principles, Prototyping, Practices","""User Interface Design: Principles, Prototyping, Practices"" is a comprehensive course designed to provide foundational knowledge and practical skills in UI design. This course covers essential topics including the principles of UI design, the workflow of prototyping, and best practices in creating visually appealing and user-friendly interfaces. Participants will learn through a combination of theoretical lessons and hands-on activities, gaining insights into user needs, prototyping techniques, and effective design strategies. 

Reflecting on an early project in my career, I remember the eye-opening challenge of designing an interface that users found confusing and difficult to navigate. This experience taught me the vital importance of intuitive design and has deeply influenced the way I approach UI projects, emphasizing clarity and user engagement above all. This course is built on those learnings, aiming to equip you with the ability to create intuitive and accessible user interfaces that enhance user experience. 

This course is designed for aspiring UI designers, graphic designers, product managers, marketing professionals, and educators who are eager to develop their skills in user interface design. Whether you are looking to start a career in UI design or enhance your current design capabilities, this course offers a comprehensive foundation that combines theoretical knowledge with practical applications. It is ideal for individuals who are passionate about creating visually appealing and user-friendly interfaces and want to stay ahead in the dynamic field of UI design.

Participants should have basic computer literacy, including comfort with file management, software installation, and internet navigation. Familiarity with web browsers and basic design software such as Adobe Photoshop, Sketch, or Figma is required, along with the ability to create and manipulate shapes, text, and layers. While an interest in user interface design is crucial, a basic understanding of UX concepts such as user research and user-centered design can further enrich the learning experience, though it is not mandatory.

By the end of this course, learners will be equipped to design interfaces that are not only functional but also delightful to interact with. Whether you are starting your journey in UI design or seeking to refine your existing skills, this course will provide you with a solid foundation and the necessary tools to succeed in the dynamic field of user interface design.",BEGINNER,English,https://www.coursera.org/learn/user-interface-design-principles-prototyping-practices
n5c6ycSpEe-21A5KKJdafQ,"AZ-104: Azure Storage, Compute, Containers, and Automation","Updated in May 2025.

This course now features Coursera Coach! 

A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.  

Unlock the full potential of Microsoft Azure with this comprehensive course on storage, compute, containers, and automation. You’ll learn to manage complex cloud environments while building expertise in configuring and deploying Azure services. This course equips you with practical skills to streamline operations, optimize resources, and enhance scalability in your cloud infrastructure.

The course begins with mastering Azure Storage, including data import/export, redundancy, and object replication. You'll progress to configuring Azure Files and Blob Storage, covering everything from file shares to lifecycle management. Practical demonstrations ensure you can integrate these tools seamlessly into real-world IT workflows.

Dive deeper into automation using Azure Resource Manager templates and VM extensions. You’ll also explore virtual machine configurations, disk encryption, and resource management, building a robust foundation in virtualized compute environments. Further modules introduce container management, from scaling Kubernetes services to creating container apps, and finally, Azure App Service for custom domains, backups, and secure deployment.

This course is designed for IT professionals, cloud administrators, and security specialists aiming to enhance their Azure expertise. A basic understanding of cloud computing and familiarity with Azure fundamentals is recommended. With hands-on exercises and expert guidance, this intermediate-level course will elevate your Azure management skills.",INTERMEDIATE,English,https://www.coursera.org/learn/packt-az-104-azure-storage-compute-containers-and-autoamtion-pps7c
75TPppoQEeaeaRLE7qfOBA,Positive Psychology Specialization Project: Design Your Life for Well-being,"You are encouraged to take the first four courses of the Foundations of Positive Psychology Specialization before starting this course and completing the Specialization Project. This course, taught by Dr. Martin E.P. Seligman brings all the key concepts from the first four courses to practice as you develop and test a new positive intervention for an audience of your choice. You identify opportunities in your daily life to increase the wellbeing by using knowledge you developed in the first four courses of the Specialization. In this final project, you evaluate the efficacy of a positive intervention based on subjective and objective measures. Then, you compare how empirical and non-empirically-based positive interventions can be applied to influence a person's wellbeing. Lastly, you reflect on how the fundamental elements of research methods are important in the everyday application of positive psychology.

After completing all five courses, learners earn a certificate signed by Dr. Martin E.P. Seligman, Dr. James Pawelski, Dr. Angela Duckworth, Dr. Claire Robertson-Kraft and Dr. Karen Reivich.",Not Specified,English,https://www.coursera.org/learn/positive-psychology-project
d5CWKvhvEeSBSSIAC7JSBQ,VLSI CAD Part II: Layout,"You should complete the VLSI CAD Part I: Logic course before beginning this course.

A modern VLSI chip is a remarkably complex beast:  billions of transistors, millions of logic gates deployed for computation and control, big blocks of memory, embedded blocks of pre-designed functions designed by third parties (called “intellectual property” or IP blocks).  How do people manage to design these complicated chips?  Answer:  a sequence of computer aided design (CAD) tools takes an abstract description of the chip, and refines it step-wise to a final design. This class focuses on the major design tools used in the creation of an Application Specific Integrated Circuit (ASIC) or System on Chip (SoC) design.  Our focus in this part of the course is on the key logical and geometric representations that make it possible to map from logic to layout, and in particular, to place, route, and evaluate the timing of large logic networks. Our goal is for students to understand how the tools themselves work, at the level of their fundamental algorithms and data structures. Topics covered will include: technology mapping, timing analysis, and ASIC placement and routing.

Recommended Background:
Programming experience (C, C++, Java, Python, etc.) and basic knowledge of data structures and algorithms (especially recursive algorithms).  An understanding of basic digital design:  Boolean algebra, Kmaps, gates and flip flops, finite state machine design.  Linear algebra and calculus at the level of a junior or senior in engineering.  Elementary knowledge of RC linear circuits (at the level of an introductory physics class).",INTERMEDIATE,English,https://www.coursera.org/learn/vlsi-cad-layout
PypnGsCIEeqIWgqNFPWsWw,Introduction to Java,"This Course is the first of a series of courses that make up the Core Java Specialization.  The Core Java Specialization, in turn, is part of a series of programming specializations, derived from LearnQuest's private Java Bootcamps, designed to provide the skill set necessary to be hired as an IT developer using Java in many corporate environments.

This course includes hands-on practice and will give you a solid knowledge of the Java language. After completing this course, you will be able to identify Java’s benefits, program in basic Java syntax using Java data types, and incorporate branches and loops.

The audience for this course:
-    Anyone interested in learning Java
-    Programmers
-    Technical Managers
-    Application Developers

Prerequisites: To be successful with this course, you should understand the fundamentals of software development in either a procedural or object-oriented language.",BEGINNER,English,https://www.coursera.org/learn/java-introduction
baumlTm8Eeeahg4SvlLy9A,API Security on Google Cloud's Apigee API Platform,"In this course, you learn how to secure your APIs. You explore the security concerns you will encounter for your APIs. You learn about OAuth, the primary authorization method for REST APIs. You will learn about JSON Web Tokens (JWTs) and federated security. You also learn about securing against malicious requests, safely sending requests across a public network, and how to secure your data for users of Apigee.

Through a combination of lectures, hands-on labs, and supplemental materials, you will learn how to design, build, secure, deploy, and manage API solutions using Google Cloud's Apigee API Platform.

This is the second course of the Developing APIs with Google Cloud's Apigee API Platform series. After completing this course, enroll in the API Development on Google Cloud's Apigee API Platform course.",BEGINNER,English,https://www.coursera.org/learn/api-security-apigee-gcp
XXZBGc97EeufchLeGgZGZQ,Relational Database Administration (DBA),"Get started with Relational Database Administration and Database Management in this self-paced course!  

This course begins with an introduction to database management; you will learn about things like the Database Management Lifecycle, the roles of a Database Administrator (DBA) as well as database storage. You will then discover some of the activities, techniques, and best practices for managing a database.  

You will also learn about database optimization, including updating statistics, slow queries, types of indexes, and index creation and usage. You will learn about configuring and upgrading database server software and related products. You’ll also learn about database security; how to implement user authentication, assign roles, and assign object-level permissions. And gain an understanding of how to perform backup and restore procedures in case of system failures.  

You will learn how to optimize databases for performance, monitor databases, collect diagnostic data, and access error information to help you resolve issues that may occur. Many of these tasks are repetitive, so you will learn how to schedule maintenance activities and regular diagnostic tests and send automated messages of the success or failure of a task. The course includes both video-based lectures as well as hands-on labs to practice and apply what you learn. 

This course ends with a final project where you will assume the role of a database administrator and complete a number of database administration tasks across many different databases.",INTERMEDIATE,English,https://www.coursera.org/learn/relational-database-administration
JlKWCXH0Ee-Quwr_1ABTmQ,Sustainability Reporting: From Regulation to Implementation,"This course provides a comprehensive understanding of sustainability reporting and ESG (Environmental, Social, and Governance) practices. It emphasizes the integration of sustainability within business operations and effective communication through structured narratives, visual tools, and textual clarity to engage stakeholders and enhance corporate transparency. Participants will learn to navigate ESG ratings, optimize sustainability initiatives, and apply best practices in reporting to improve corporate reputation and investor confidence.

Upon successful completion of this course, you will be able to:
•	Examine various perspectives on ESG issues, including consumer, investor, and business-to-business, and understand the financial implications and benefits of investing in ESG, as well as the role and methodologies of ESG rating agencies.
•	Understand key regulatory frameworks and directives related to sustainability and ESG reporting in the USA and Europe, grasp SASB/GRI materiality concepts, and assess the value of assurance in ESG reporting.
•	Apply tools and methods for comparative analysis of sustainability reporting, identify best practices from leading companies, and recognize and address greenwashing practices and gaps in sustainability reporting.
•	Map and integrate internal sustainability activities within business processes, collect and manage sustainability data effectively using appropriate tools, and create impactful visualizations to communicate sustainability performance.",INTERMEDIATE,English,https://www.coursera.org/learn/sustainability-reporting-from-regulation-to-implementation
gATho53PEfCqcQr_8-Efcw,NoSQL Databases: Analyze & Implement Scalable Systems,"By the end of this course, learners will be able to explain the origins of NoSQL databases, evaluate their features and data models, compare ACID and BASE consistency approaches, apply workflow orchestration with Apache Oozie, and implement real-time stream processing using Apache Storm. They will also design recommendation systems, apply classification techniques, and implement clustering algorithms with Apache Mahout.

This course equips learners with both foundational knowledge and hands-on skills in distributed big data systems. Through a structured progression, learners gain practical experience with tasks, workers, topologies, and coordinators, while also exploring advanced topics such as data versioning, stream reliability, and scalable machine learning models.

What makes this course unique is its integration of multiple cutting-edge technologies—NoSQL, Oozie, Storm, and Mahout—into a single, cohesive learning journey. Instead of studying these tools in isolation, learners will analyze how they interact in real-world scenarios to build scalable, fault-tolerant, and intelligent data solutions.

Ideal for aspiring data engineers, developers, and analysts, this course provides the skills to design, evaluate, and implement modern big data architectures that drive insights and innovation.",Not Specified,English,https://www.coursera.org/learn/nosql-databases-analyze-implement-scalable-systems
PXjhArl8Ee-Edgr_0TyPhw,Feedback Skills,"Updated in May 2025.

This course now features Coursera Coach!
 
A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

Master the art of effective communication with this comprehensive course on Feedback Skills. Gain essential insights into giving and receiving feedback, ensuring your communication is constructive and impactful. By the end of this course, you’ll have the tools to deliver feedback that inspires growth and fosters collaboration.

Begin your journey by learning how to deliver negative feedback constructively, followed by best practices for giving and receiving feedback. Discover the emotional responses involved and how to navigate them effectively. Gain insights into crafting quality feedback and employing techniques that leave a lasting, positive impression on the recipient.

Next, explore the principles that underpin great feedback and dive deep into the nuances of constructive feedback. Learn to balance the positive with the critical, ensuring your communication supports personal and professional growth. Conclude with an exploration of feedback mechanisms to monitor progress and enhance performance continuously.

This course is ideal for professionals, managers, and leaders looking to elevate their communication skills. No prior experience is required, but a willingness to reflect on communication practices is essential. With a beginner-friendly approach, this course equips you with skills that are practical and immediately applicable.",BEGINNER,English,https://www.coursera.org/learn/packt-feedback-skills-zlnrj
XTo8QBI8Ee-zqA6_zzhdJQ,Data Analytics with Skills.AI: Create Data Visualizations,"In this 1-hour long project-based course, you will learn how to Navigate and register on the Skills.AI platform effectively, Create infographics and visualize data using AI tools, and Interact with visual reports for enhanced insights.",INTERMEDIATE,English,https://www.coursera.org/learn/data-analytics-with-skills-ai-create-data-visualizations
VUftr4VqEfCCSg698sr4dw,Master Machine Learning with TensorFlow: Basics to Advanced,"By the end of this course, learners will be able to build, train, and evaluate machine learning and deep learning models using Python, Scikit-learn, and TensorFlow. They will confidently preprocess datasets, apply classical algorithms, visualize insights, and design neural networks to solve real-world problems.

This hands-on program takes students from zero to hero, beginning with the foundations of machine learning and progressing through data wrangling, visualization, preprocessing, and model building. Learners gain practical skills by working with industry-standard tools like Jupyter, Anaconda, NumPy, Pandas, Matplotlib, and Seaborn before mastering TensorFlow for deep learning applications such as image classification with MNIST.

What makes this course unique is its step-by-step structured approach, blending theory with coding practice across multiple modules and lessons. Each concept is reinforced through quizzes, case studies, and real-world datasets, ensuring both comprehension and application. Whether you’re a beginner exploring machine learning for the first time or a professional looking to sharpen TensorFlow skills, this course provides a comprehensive pathway to mastering ML workflows.",Not Specified,English,https://www.coursera.org/learn/master-machine-learning-tensorflow-basics-advanced
GcU5B60nEe--Sgr_1Yn0gw,International Perspectives on Health and Nursing 健康和护理的国际化视角,"The course “International Perspectives on Health and Nursing” will be given totally in English. It is a 6-week course with one topic in each week. Topics covered by this course include global health challenges, healthcare systems in different countries, nursing specialties and roles in different healthcare system, nursing education programs in various countries, nursing research agencies and status in different countries, and technologies that have changed nursing practice significantly.",Not Specified,English,https://www.coursera.org/learn/international-perspectives-on-health-and-nursing
vq2XwnQ-EeWLqw7zlLhRzQ,Research Proposal: Initiating Research,"Market Research is a growing and important field that is used in many industries around the world. Given all the data that is collected whether by organizations, industries, social media, governments, etc., it’s important that someone can review and sift through all the noise to provide valuable insights. And that’s where you come in as a market researcher. This course will only scratch the surface and provide you a foundational understanding of this field.

In this course, you will be able to define market research and identify some tools used in the industry. You will be able to discuss the importance of secondary and internal research in terms of the planning process. You will be able to define what primary research is and identify the various ways to conduct primary research. You will be able to focus on an actual research plan or proposal for your peer review project. You will be able to compose a response to a request for a proposal or research plan and be able to address the various components of the proposal and package it in a professional manner.",INTERMEDIATE,English,https://www.coursera.org/learn/research-proposal-initiating-research
-FpKiRmcEem6cA6kboa4Lg,Copyright Law,"Copyright law is unique in the greater intellectual property regime, as it protects original expression that is fixed in a tangible medium and is the product of authorship.  This course is designed for creative professionals — such as screenwriters, musicians, documentary filmmakers or artists — who want to understand the scope and limits of which works can enjoy U.S. copyright protection. The course will introduce students to the workings of copyright law through an examination of the system’s basic principles, rules, and institutions. Topics will include; the justifications for copyright law, copyrightable subject matter, authorship, the nature and scope of copyright’s exclusive rights, fair use, and remedies for infringement. 

We will also explore real-world examples of legal battles surrounding copyright law, from the recent litigation over Robin Thicke’s hit song “Blurred Lines” to more peculiar cases such as the infamous “monkey selfie” case. By understanding what copyright does and does not protect, producers of creative expression will be able to protect and maximize the commercial value of their works.",Not Specified,English,https://www.coursera.org/learn/copyright-law
FjD-ZB8oEeScWCIACnuVZQ,Epidemiology: The Basic Science of Public Health,"Often called “the cornerstone” of public health, epidemiology is the study of the distribution and determinants of diseases, health conditions, or events among populations and the application of that study to control health problems. By applying the concepts learned in this course to current public health problems and issues, students will  understand the practice of epidemiology as it relates to real life and makes for a better appreciation of public health programs and policies. This course explores public health issues like cardiovascular and infectious diseases – both locally and globally – through the lens of epidemiology.",Not Specified,English,https://www.coursera.org/learn/epidemiology
Rm5xW9JGEe2_vw4ejszVZQ,Project Management Capstone,"This capstone project course will give you the chance to practice the work that project managers do in real life when managing projects. You will assume the role of a project manager and gain hands-on experience managing a project from start to finish.  

You will plan, execute, and close the project. By the end, you will have many artifacts that will showcase both your knowledge of predictive and adaptive methodologies, which can then be added to your portfolio to show employers. 

As part of this course, you will produce common project deliverables. Artifacts you will create using a predictive methodology include a work breakdown structure, network diagram, budget, quality and communications management plans, and a risk register. Artifacts that showcase your adaptive methodology skills include user stories, examples of product and sprint backlogs, and a burndown chart analysis. You will also produce a project status report, a change form, and a closeout report. 

This capstone course is a great way to build out your project management portfolio and showcase your skills to prospective employers.",ADVANCED,English,https://www.coursera.org/learn/ibm-project-management-capstone
-E90oR-vEfCjJgr_y779sQ,Applied Natural Language Processing in Engineering Part 1,"Welcome to this course on applied natural language processing in engineering. This course is designed to provide you with an in-depth understanding of NLP, a pivotal area of artificial intelligence that empowers computers to comprehend, interpret, and generate human language. Throughout this course, you will explore a wide range of topics, from fundamental NLP tasks like text classification and Named Entity Recognition (NER) to advanced techniques in neural machine translation and optimization methods critical for machine learning. We will delve into the complexities of teaching language to machines, addressing challenges like ambiguity, grammar, and cultural nuances. By the end of this part 1 course, you will have a foundational understanding of how modern NLP systems work - particularly those involving machine learning and deep learning. These topics will equip you to build, analyze and improve NLP systems across many applications.",Not Specified,English,https://www.coursera.org/learn/applied-natural-language-processing-in-engineering-part-1
C1h2JBqoEfCtChLmIEQv9w,Building a Machine Learning Solution,"Welcome to Building a Machine Learning Solution, where you'll journey through the complete lifecycle of a machine learning project. This capstone course covers critical steps from problem definition to deployment and maintenance. You'll learn to define clear problem statements, collect and preprocess data, perform exploratory data analysis (EDA), and engineer features to enhance model performance. The course guides you in selecting and implementing appropriate models, comparing classical machine learning, deep learning, and generative AI approaches. Emphasizing real-world considerations, you'll address scalability, interpretability, and ethical implications. You'll gain hands-on experience with tools like scikit-learn, TensorFlow, PyTorch, and more, ensuring you can deploy and monitor models effectively. By the end of this course, you'll be equipped to build end-to-end ML solutions that transform data into actionable insights, making informed decisions at each stage of development.",INTERMEDIATE,English,https://www.coursera.org/learn/building-a-machine-learning-solution
qACP-W2QEeybxBLh3DTb8Q,Decision Making and Reinforcement Learning,"This course is an introduction to sequential decision making and reinforcement learning. We start with a discussion of utility theory to learn how preferences can be represented and modeled for decision making. We first model simple decision problems as multi-armed bandit problems in and discuss several approaches to evaluate feedback. We will then model decision problems as finite Markov decision processes (MDPs), and discuss their solutions via dynamic programming algorithms. We touch on the notion of partial observability in real problems, modeled by POMDPs and then solved by online planning methods. Finally, we introduce the reinforcement learning problem and discuss two paradigms: Monte Carlo methods and temporal difference learning. We conclude the course by noting how the two paradigms lie on a spectrum of n-step temporal difference methods. An emphasis on algorithms and examples will be a key part of this course.",INTERMEDIATE,English,https://www.coursera.org/learn/dmrol
rbpisItfEeyvPA6sg6vIAw,C++ Superpowers and More,"Explore the C and C++ languages. Look at the specificity of the C/C++ languages and how this impacts security, ways C/C++ can interact with the external world, error handling, the execution environment and much more.",Not Specified,English,https://www.coursera.org/learn/c-superpowers-and-more
2VBlOydHEe6Ksg4d3AQmNQ,Data Collection and Integration,"The ""Data Collection and Integration"" course provides students with comprehensive techniques for gathering data from diverse sources, including files, relational databases, web pages, and APIs. Participants will gain practical experience in collecting and integrating data for further processing and analysis. The course emphasizes the utilization of appropriate tools and packages, such as Pandas, Beautiful Soup, and SQL, to effectively handle real-life datasets and address data integration challenges.",INTERMEDIATE,English,https://www.coursera.org/learn/data-collection-and-integration
ow2sS91aEeyZ0gqYTIpn5w,Introduction to UX Design MasterTrack Certificate Program,"User experience is a highly in-demand field which requires a holistic understanding of the design process. This course is a ""sample"" of the UX Design MasterTrack certificate program. You will have the opportunities to explore core topics in UX including Ethics and Research, User Research, User Testing, and Visual Literacy as four modules.

You can take the opportunity to gain some basic understanding of UX research, and take this course as a pathway to the  UX Design MasterTrack certificate program. The assignments you have accomplished in this open course can be carried over to the UX Mastertrack certificate program. 

If you would like to continue learning after this open course, please visit our UX Design MasterTrack certificate program website: https://www.coursera.org/mastertrack/ux-design-minnesota",BEGINNER,English,https://www.coursera.org/learn/ux-design-open-content-shell
8-shGkfyEeemlQrrzf9X-A,Fundamentals of Network Communication,"In this course, we trace the evolution of networks and identify the key concepts and functions that form the basis for layered architecture. We introduce examples of protocols and services that are familiar to the students, and we explain how these services are supported by networks. Further, we explain fundamental concepts in digital communication, and focus on error control techniques that include parity check, polynomial code, and Internet checksum. Students will be required to have some previous programming experience in C-programming (C++/Java), some fundamental knowledge of computer organization and IT architecture and a background in computer science is a plus.",INTERMEDIATE,English,https://www.coursera.org/learn/fundamentals-network-communications
qTKw8Ff5EfCekhJDthqyWw,PyMongo - Advanced    ,"This advanced, project-based course is designed to empower learners with the skills to apply, analyze, and transform MongoDB data using the PyMongo library in Python. Starting from fundamental data handling operations and culminating in powerful aggregation techniques, the course offers a structured and practical pathway for working with real-world document-oriented databases.

Learners will begin by exploring core database concepts, understanding MongoDB’s document model, and mastering the use of PyMongo for basic operations such as inserting, querying, sorting, and pagination. Progressing into more complex topics, the course introduces advanced cursor mechanics, indexing strategies for performance, and efficient result handling using limit, skip, and count operations.

In the second phase, learners will construct aggregation pipelines to perform data summarization and transformation tasks. They will also convert raw MongoDB documents into structured pandas DataFrames to enable downstream analysis in Python workflows. Each concept is grounded in hands-on exercises and sample datasets, ensuring not just theoretical understanding but practical fluency.

By the end of this course, learners will be equipped to design performant data access patterns, build efficient analytics pipelines, and extract actionable insights from NoSQL databases using Python.",INTERMEDIATE,English,https://www.coursera.org/learn/pymongo-advanced
zbYVe_jqEeun7hIsOx7cIQ,Operate Alibaba Cloud Systems and Services,"Course description:
ACA System Operator Certification Preparation Course is intended for individuals who have technical expertise in deployment, management and operations on Alibaba Cloud.
It’s recommended for System administrators with at least one year of experience in deployment, management, and operations on Alibaba Cloud.
ACA System Operator Certification is intended for individuals who have technical expertise in deployment, management, and operations on Alibaba Cloud. Certificate holders are certified to be capable of deploying, managing and operating scalable, highly available systems on Alibaba Cloud, selecting appropriate services on Alibaba Cloud knowing how to monitor, debugging and troubleshooting those service, utilizing Alibaba Cloud's operational best practices, migrating on-premises workloads to Alibaba Cloud and managing IT governance on the Cloud. To earn an official Alibaba Cloud certificate please find the register portal on Academy's website:
https://edu.alibabacloud.com/certification/aca_operator",BEGINNER,English,https://www.coursera.org/learn/alibaba-system-operator
GDbygM9CEe-ElQr__Rz79Q,Build a Memory Game in React,"Discover how to build a fully interactive memory game in React, designed to enhance your development skills and with a focus on accessibility. This course guides you through each step, from fetching and managing API data to designing reusable components and implementing user interactions.

You’ll work on challenges such as randomizing game elements, detecting matches, and handling errors. Along the way, you'll gain practical experience in solving common development problems.

Accessibility is a key focus of the project, with detailed guidance on ARIA attributes, semantic HTML, and designing for inclusivity.

This course is ideal for anyone looking to deepen their React knowledge while working on a meaningful, real-world project. By the end, you’ll have an accessible, polished memory game that demonstrates your skills and commitment to building user-friendly applications.",INTERMEDIATE,English,https://www.coursera.org/learn/build-a-memory-game-in-react
57xyPkInEfC0sQr_9lgCRw,How to Draw: A Beginner’s Guide Pt 2 – Form & Structure,"Continue your drawing journey by mastering proportion, structure, and the core techniques behind realistic drawing. In this course, Brent Eviston introduces powerful tools like measuring, enveloping, and the block-in method to help you accurately capture what you see. You'll learn to bring structure and spatial awareness into your drawings, giving your subjects a strong, believable foundation.

Through practical demos and step-by-step guidance, you’ll begin adding detail, value, and expressive lines to your work. These lessons will also help you develop a healthier mindset toward drawing—encouraging you to see mistakes as growth opportunities.

By the end of this course, you’ll be able to:
- Measure and draw in proportion
- Block in accurate shapes using angles and envelopes
- Build dimensionality and texture
- Apply value to bring drawings to life

This course is your bridge from rough sketches to more refined, expressive artwork—and a key part of your creative development.

Instructor bio:
Brent Eviston is an artist and educator whose passion for teaching is matched only by his love of drawing. He is the creator of the award-winning online series The Art & Science of Drawing, which has enrolled more than half a million students across 180+ countries.

With over 20 years of experience teaching in art studios, schools, and museums, Brent has developed highly effective methods for helping students see the world differently through drawing. His own practice spans traditional figure drawing, architectural and anatomical studies, as well as contemporary explorations.",Not Specified,English,https://www.coursera.org/learn/how-to-draw-a-beginners-guide-pt-2--form--structure
Z5e18_sXEe-m2BKpUCEabw,Korean 101: Essential Expressions,"Hello and welcome to ""Korean 101: Essential Expressions"" at Sungkyunkwan University!  With over 600 years of history, **Sungkyunkwan University (SKKU)** is a leading institution of innovation, fostering change through resilience and inquiry. Whether you're completely new to Korean or just getting started, “Korean 101: Essential Expressions” will guide you step by step to master essential Korean expressions. 

     

     

Course Overview

- Who is this course for? Anyone interested in learning Korean!  

- What will you learn? In just five weeks, you’ll be able to read, write, and speak basic Korean.  

- Do you need prior knowledge? Not at all! All you need is a willingness to learn Korean.  

     

This course is designed to help absolute beginners gain confidence in reading, writing, and speaking Korean within just five weeks. You don’t need any prior knowledge—just an interest in learning! Even if you've never seen Hangul before, we’ll guide you through it step by step, making it easy and fun.",BEGINNER,English,https://www.coursera.org/learn/korean-101-essential-expressions
TDweemPuEfCA0Qr_wn9qKQ,(SSCP) Systems Security Certified Practitioner: Unit 6,"This course covers systems and application security. You'll explore the critical aspects of endpoint security, learning to build, install, and maintain security measures using technologies like TPM, IDS, IPS, and host-based firewalls. Gain insights into identifying and mitigating malicious code and social engineering attacks, equipping you with proactive strategies to safeguard systems. You'll learn about secure virtual environments, including hypervisors, containers, and virtual appliances to effectively manage virtualization technologies. You'll also learn about cloud security, including service deployment models and navigating legal and regulatory concerns. Additionally, the course covers Enterprise Mobility Management, focusing on mobile device security and provisioning techniques.",BEGINNER,English,https://www.coursera.org/learn/pearson-sscp-systems-security-certified-practitioner-complete-video-course-hxu9x
eszfwRgoEe-ufw7mfnZipw,Automate R scripts with GitHub Actions: Deploy a model,"Did you know you can automate R scripts to facilitate model deployment and enhance workflow efficiency in healthcare analytics? 

This Guided Project is designed for data scientists, healthcare analysts, and professionals in healthcare technology who want to harness the power of automation in R.  In this 2-hour project-based course, you will learn how to deploy a machine learning model using R programming language and GitHub Actions, enabling seamless integration and automation of predictive tasks. To support the model deployment, you will also automate access to data in Google Sheets and send automated emails through a Google Service Account. 

To achieve this, you will use a readmission model, write an R script for prediction, configure Google Sheets, Gmail, and GitHub Actions for automation, and deliver actionable insights for healthcare providers. This project is unique because it combines technical skills with real-world applications, preparing you to tackle complex challenges in data analytics.

Prior knowledge in R programming, including data manipulation (using the dplyr and tidyr packages), programming concepts (functions and control structures), GitHub repositories for code management, and basic command line use is recommended to maximize your learning experience.",INTERMEDIATE,English,https://www.coursera.org/learn/automate-r-scripts-with-github-actions-deploy-a-model
zDub1RTVEeueYA64LqU_IQ,Introduction to Korean Philosophy and Culture,"This course will give you the cultural and historical background to begin your journey into Korean philosophy, and there is no prerequisite knowledge on philosophy required. Anybody who either has an interest in Korean culture, maybe through K-Dramas or K-pop, or an interest in philosophy from a cross-cultural perspective, are all welcome.

Despite the growing interest in Korean culture, there are few courses which explore the fascinating topic of Korean philosophy. On this course, you’ll be introduced to concepts in Korean philosophy through an exploration of the Korean language, culture and perspective.
The Korean cultural, social, and political environment has informed and transformed the intellectual assets of China and the West. You’ll explore the creative tensions that Koreans have experienced, and broaden your worldview as you discover a new philosophical approach.",BEGINNER,English,https://www.coursera.org/learn/introduction-to-korean-philosophy-and-culture
Ze8u8WDgEfC0aBLgb0yDNQ,Linux Foundation Certified System Administrator (LFCS): Unit 6,"This course provides a comprehensive exploration of Linux storage management, covering essential topics such as partition management, file systems, logical volume management (LVM), and data backup strategies. Begin by understanding the intricacies of MBR and GPT partitioning systems, and learn to create and manage partitions effectively. Progress to mastering file systems like Ext4 and XFS, and learn to mount them using advanced techniques. Delve into the flexibility of LVM, gaining skills in creating and resizing logical volumes. Finally, secure your data with robust backup strategies using tools like tar, rsync, and dd. With hands-on labs and real-world scenarios, this course ensures you acquire practical skills and confidence to manage Linux storage systems efficiently.",INTERMEDIATE,English,https://www.coursera.org/learn/pearson-linux-foundation-certified-system-administrator-lfcs-complete-vide-caxci
